1000 Watt/2000 Watt Room Heater Fan Heater Pure White HN 2500 Made in India,Home Kitchen Heating Cooling AirQuality RoomHeaters FanHeaters,784,1 599,51%,4.5,11,2000 Watt Fan heater with dual heat setting Can be used as gift option Eco Friendly and pocket freindly Do not worry if you feel any burning smell that is due to burning of element Extra focus on packaging of product to make sure customer get product in working condition,Neha Gupta Abhay sumit kumar Kundan Bond 007,Good quality product and value for money. Recommend for buy Average product Good product at good price Smelling like sumting smoking,Very good Good quality product and value for money. Recommend for buy Average product light weight and average quality. If you want to purchase it go for it. Nice one from Amazon. Great heater gives enough amount of heat easy to carry light weight recommended for everyone 2 nob setting go for it thumsup ill use this product frist time I don t know what is the problem but when I starting use there is smell like smoking and they not provide any customer service number or cash memo warranty card ext.so how can any customer contact him so kindly resolve this issue asap.thanks.,https://m.media amazon.com/images/W/WEBP 402378 T1/images/I/314HwKNEFEL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/2000 Watt Heater White HN 2500 India/dp/B0BMTZ4T1D/ref sr 1 165 qid 1672923598 s kitchen sr 1 165
Eureka Forbes Wet Dry Ultimo 1400 Watts Multipurpose Vacuum Cleaner Power Suction Blower with 20 litres Tank Capacity 6 Accessories 1 Year Warranty Compact Light Weight Easy to use Red,Home Kitchen Kitchen HomeAppliances Vacuum Cleaning Ironing Vacuums FloorCare Vacuums Wet DryVacuums,5 499,9 999,45%,3.8,4 353,Note This vacuum cleaner comes with an auto shut off technology that automatically shuts off the vacuum cleaner to protect from overheating Post Purchase virtual Demo is provided on this product .A dedicated customer service executive is assigned to give live demo of the product over a video call Wet Dry Cleaning : Has the ability to clean both wet and dry spills which makes it extremely versatile. It completely does away with the need to carry separate equipment for wet and dry spills. 1400 Watts Powerful Motor : This Vacuum Cleaner is powered with best in class 1400 W motor delivering powerful suction of 16 KPA to remove dirt dirt mite. Powerful Blower: Powered with powerful blower to blow away dust and dirt. Large capacity of 20 litres storage that helps you clean at a stretch without having you to empty the dust tank often. Top quality wheels for smooth mobility with rubber wheels to avoid marks on the floor,Samson Manish T SWAROOP Gaurav joshi K PAVANKUMAR B.MAGESH KUMAR Rakesh Sharma Nandagopan,Nice product Value For Money and Easy to use Good but creates noise Average product Good product The product is good and easy to use Good Good Product,Value for money product. Very good suction power however blower power is not good as expected. Overall good product. Very easy to use and all provided accessories worth in this price range. Best Wet and Dry Vaccum Cleaner in this range loaded with accessories.Suction power is good and hose pipe and extension pipes and long powe cord cable helps to reach every corner of the house. Light in weight and very good for normal home use..Virtual Demo received from Divya was very clear and explained well regarding the usage of product. The attachments were little loose and are disengaging while using..I make heavy noise than expected....It canbe used once in a while but not daily.. Na Value for money The product is good. Easy to use it everyone.The dust bag may be alternative paper bag or provide additional bag for long stand use. Liten more powerful Good Product as described,https://m.media amazon.com/images/W/WEBP 402378 T1/images/I/41jJqhC9nfL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/Eureka Forbes Wet Dry Ultimo/dp/B07Z51CGGH/ref sr 1 166 qid 1672923598 s kitchen sr 1 166
Activa Heat Max 2000 Watts Room Heater White color with ABS body,Home Kitchen Heating Cooling AirQuality RoomHeaters FanHeaters,899,1 990,55%,4.1,185,You will not have to worry about any overheating issue with this room heater presented by Activa. It comes with over heat safety protection that prevents it from damages caused by overheating. This Activa room heater features two heat settings with 1000 watts and 2000 watts for the right amount of heat intensity that is suitable for all size of Rooms Offices and other places. Thermal cut off for more added Safety and Protection 100% pure copper wire motor for longer life As per BIS Approved ISI Specification. Air throw range of 10 feet which is ideal for your room offices Product can be placed both vertically and horizontally kindly refer to images Lightweight for easy portability between rooms Plastic body with rust free metal grill front which suits your room attire. Do not worry if you experience some burning smell when you run your room heater for the 1st time. This is due to the motor varnish getting heated for the 1st time. The problem should not recur in subsequent usage. MANUFACTURED UNDER THE GUIDANCE OF HIGHLY QUALIFIED ENGINEERS TO ENSURE THE LIFE OF PRODUCT FOR HELP OR GUIDANCE CALL ON OUR CC 9999427599 NOTE: PRODUCT WILL BE REPAIRED IN OUR SERVICE CENTER. EXCLUSIVES COMES WITH 1 YEAR WARRANTY PROTECTION ON MOTOR .,SARAN vandana HEENA Shekhawat ayush Sanjoy thapa Ravindra Patil Prince sonu sharma,Good product for this price...go for it Nice Very nice Value for money Electry consumption is high Value for Money Awesome. Value for money Writing after a week s use Activa chalao thand bhagao,Good product. Working fine. Serves for the purpose. Even though received a defect piece immediately got the replacement in just two days... thanks to Amazon Nice Product are very good Product is good Electry consumption is hig Product is good for small size room you can use this continually 40 50 min after that you have to off the device as device is heated. It s a great product..initial smell is fine as any new heater does in the first use..Cord lengthHeatingFan SpeedEverything was good. Product is good but 1 issue light indicator please add,https://m.media amazon.com/images/W/WEBP 402378 T1/images/I/41s6tfIVmeL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/Activa Heat Max Watts Heater White/dp/B0BDG6QDYD/ref sr 1 167 qid 1672923598 s kitchen sr 1 167
PHILIPS HL1655/00 Hand Blender White Jar 250W,Home Kitchen Kitchen HomeAppliances SmallKitchenAppliances HandBlenders,1 695,1 695,0%,4.2,14 290,Steel rod rust proof metal rod for hot/cold blending. The voltage is 230 volts and the RPM is 18000 rpm with cord length : 1.2 m and power 250 W. Item comes with 2 years warranty. 20 minutes blending of hot cold dishes removable blades for whisking whipping length of the product:13 inches frequency: 50 Hz Includes: Hand blender whisk The product is supplied with two blades blending blade is attached with unit and whisking blade placed in packaging box. Avoid heating it is advised not to use product 1 minute If material is large then advise to process blending in multiple batches. Don t use product with excess load else the bar assembly may get heated and damage product. If blades are not rotating then please rotate blades offline product is not switched on with help of fingers and use product Easy clean wall bracket for easy storage easy single trigger operation. Product is made in India,Swathi Amazon Customer Chethan KP Anu Tri Ravali Nitish Sharma Baldev s. Digambar Gawali,Heats up after less time of usage. Its is fine Excellent product You can go for it. Worth of money n stylish look Good HIGH SPEED VERY GOOD WORKING Nice product,Works well. Good Design. It s heavy.You can t work for 1 min continuously. You should stop and use. Else it s heating up too much. Its is good but get heated very fast after 2 minutes of uses This hand blender is awesome. Especially for bachelors it helps. I am using it for blending soup and it has saved my time from washing mixer jar Basically Philips never disappoints lol. Too good n quick cleaning easy to use Good products Easy to use Nice product,https://m.media amazon.com/images/W/WEBP 402378 T1/images/I/31MVkjIpLiL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/Philips Collection HL1655 00 250 Watt/dp/B00YQLG7GK/ref sr 1 169 qid 1672923598 s kitchen sr 1 169
Bajaj DX 2 600W Dry Iron with Advance Soleplate and Anti Bacterial German Coating Technology Grey,Home Kitchen Kitchen HomeAppliances Vacuum Cleaning Ironing Irons Steamers Accessories Irons DryIrons,499,940,47%,4.1,3 036,Non stick coated sole plate Super clean surface finish Extra lift at the back for easy gliding on clothes Extra Light Weight Cool touch handle with comfortable grip 180 degree swivel cord Warranty: 2 years on product Power: 600 watts Operating voltage: 230 volts,Akash Girish y j Nagma Shafi Priya Textiles PITAMBAR SWAIN Santhosh Manoj Kumar bais,No more time for heat .this is very awesome product Light weight easy to use Ati Uttam Awesome Not upto the mark essay to use value for mony Always worst package it was completely damaged Good product,Very helpful light weight and it s heat easy. I use this product for ironing medium and small clothes Light weight bahut thik itme h ye Awesome It is too light in weight due to this cloths cant be iron properly and sole is also too thin if we compare price and warranty is ok https://m.media amazon.com/images/W/WEBP 402378 T2/images/I/81 HnYkgTCL. SY88.jpg Yes,https://m.media amazon.com/images/W/WEBP 402378 T2/images/I/41 82 4rUCL. SX300 SY300 .jpg,https://www.amazon.in/Bajaj DX 600 Watt Light Weight/dp/B00SMJPA9C/ref sr 1 170 qid 1672923598 s kitchen sr 1 170
V Guard Zio Instant Water Geyser 3 Litre 3000 W Heating White Blue 2 Year Warranty,Home Kitchen Heating Cooling AirQuality WaterHeaters Geysers InstantWaterHeaters,2 699,4 700,43%,4.2,1 296,POWERFUL INSTANT HEATING: The geyser is powered by a superior 3 kW heating element with a copper sheath and high grade magnesium oxide insulation for quick movement of heat ADVANCED 4 LAYER SAFETY: Pressure release valve for safer operations at higher pressures ISI marked thermostat for cutting off power supply when temperature exceeds 55 C Overheating protection through disc type snap action safety device operating at 90 C Anti siphon Protection for preventing the reverse flow of water STYLISH ENERGY EFFICIENT : This Instant Water Heater maintains maximum heat retention with eco friendly insulation and has an stylish colour display panel indicating the status of heat and power HIGH DURABILITY: Robust Inner Tank of Zio is made of high grade 304 Stainless Steel Rust proof high quality engineering polymer constitutes the Outer Body preventing rust formation WARRANTY: V Guard Zio has a warranty of 2 Year on Product 2 Year on Heating Element and 5 Year on Inner Tank PAN INDIA INSTALLATION AVAILABLE: Installation can be availed at INR 299 Incl. GST while the Inlet and Outlet Connection Pipes can be purchased from the technician on a chargeable basis INR.250 PAN INDIA SERVICE NETWORK: V Guard Instant Water Geysers have a Pan India Service Network. You can also reach us at 1800 103 1300 Toll Free 1860 180 3000 Toll or send a Hi via WhatsApp to 91963350333 or email us at customercare vguard.in,Vivek Sai hari Shekhar Mourya Habeeb ind Rajesh singh Amazon Customer satyanarayana Moganti Mithilesh,Good Good built quality Quality Product under 3000 good price Nice product Good product Exlent Outlet is very slow,Good Easy to install and good water heating It s good quality product and working fine. You can t get instant hot water but it s take only 5 minutes to heat water. good product. worth. Value for money...thanks amazone. Even plug not provided charging for the installation. Otherwise it s good in all aspects Superb Outlet water quality is less,https://m.media amazon.com/images/I/21ndIZtC7HL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/V Guard Instant Heating White Blue Warranty/dp/B0B9RN5X8B/ref sr 1 171 qid 1672923598 s kitchen sr 1 171
Homeistic Applience Instant Electric Water Heater Faucet Tap For Kitchen And Bathroom Sink Digital Water Heating Tap with Shower Head ABS Body Shock Proof Pack Of 1. White,Home Kitchen Heating Cooling AirQuality WaterHeaters Geysers InstantWaterHeaters,1 448,2 999,52%,4.5,19,Save time and energy saving convenient economical and practical. A must kitchen accessory for housewives: your hands won t feel cold when washing dishes 2 types for you to choose: under inflow and lateral inflow Heating tube: high purity copper liner heating element Rated voltage: 220V/50HZ Rated Power: 3000W Package Contents: 1 x Electric Water Faucet,tarun RITUPARNA BANERJEE Akshay Saraw Bimla Devi Abhishek Deepak chauhan Chandni MD Hasanujjaman,Good product Very Useful in winter Good product Good product must buy. Best for kitchen Apperance Best product Good working,I like this product function great Easy to use value for money easy to install very much useful. It is as too good purchase. I used it its good. This heater is very handy and can be operate easily. It look great Excellent,https://m.media amazon.com/images/I/31dCji7nmsL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/Homeistic Applience Electric bathroom Tankless/dp/B08QW937WV/ref sr 1 173 qid 1672923598 s kitchen sr 1 173
Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home Kitchen Camping Snack Seal Sealing Bag Clips Multi Color Pack of 18,Home Kitchen Kitchen HomeAppliances SmallKitchenAppliances VacuumSealers,79,79,0%,4,97,Made in India Perfect for tightly sealing and storing all types of foods and snacks so that the food stays fresh and tastier for longer MULTI PURPOSE: Can be used to seal all types of food bags and storages such as potato chips snack bags breads coffee bags and frozen food bags etc. SEAL THE DEAL : They are fast and easy to use and their grip is very strong so you can rely on these clips to keep your bags perfectly sealed with minimum effort. It s always good to have these sealing clippers in your kitchen PRACTICABILITY: Convenient durable and reusable. The Seal clips provide more choices to meet your different needs. Enjoy your fresh food for long time and keep a healthier lifestyle. Content : 18 Pieces 3 size x 6 Pcs each,Naitik Parekh Nerthi RDP Anu Chandra HHJB KANIKA S. Avinash B Shilpi,Good clips. Second quality Value for money. Not bad Good Worth the price Worth purchasing Average,I bought it for 79. Don t think that because this is cheap it will be a poor quality product. These clips serve the purpose perfectly. I fail to understand what can be improved by paying more for other similar clips. Second quality In this photo you can see my old ones on left after one year of use still shiny.These are on right side in comparison colour is very dull. Probably due to recycled material. Still very useful product. Worth the price paid. The clips are okay. Colour is a bit dull compared to the picture given material is okay. But its serving its purpose. Can buy it. Convenient Cheap plastic but worth the price does what it says. Good quality Doubting on its sturdiness. Average product.,https://m.media amazon.com/images/W/WEBP 402378 T2/images/I/41tVoAxz0QL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/Kitchenwell Plastic Keeping Kitchen Multi Color/dp/B0B4PPD89B/ref sr 1 174 qid 1672923598 s kitchen sr 1 174
Havells Instanio 10 Litre Storage Water Heater with Flexi Pipe and Free installation White Blue,Home Kitchen Heating Cooling AirQuality WaterHeaters Geysers StorageWaterHeaters,6 990,14 290,51%,4.4,1 771,Suitable for high rise buildings and pressure pump applications. The multi function valve prevents pressure to increase beyond 8 bars It is made of ultra thick super cold rolled steel plates that provides higher resistance to corrosion resulting in longer life than standard inner tank designs Whirlpool Technology: It avoids direct contact between cold and hot water flow for faster heating and optimized energy saving resulting in 20 % more hot water output Colour changing LEDs that change from blue to amber to indicate the hotness of the water,Amazon Customer Gaurav khalil shaikh Aman Setia Mayank janardhanan.s mahtab alam Krishna K Jha,Good product but attention needed in packing and shipping Good Product Installation Technician not good. worth to money Good Water Heater Loved this Value for money Good product,For this price range product design look spec and features provided is good. It would be great if havells pay attention in packing as the product box I received first had manufacturing defects and mising parts flexible pipes . After placing a replace request with Amazon received other box which also had some minor scratches in the heater body and also found fastners were missing in the box. Good Product at this price heating is also very good the major cons of this brand is installation problem. the installation workers never come for installation at your home so you can arrange installation workers otherwise every things is good Havells should send trained technician for installation. The technician was asking for additional 600Rs charge for installing a tap of 280rs and labour charge which I personally did it. Very disgusting guy. Havells to look inti the matter. Technician do not have proper tools with him and he asks from all tools from Customer including nails pliers hammer etc. This geyser is worth to the money product as it only takes max of 10 12 minutes to make iced water very hot as well as the indicator of the product is very good as it can be be clearly seen by low vision persion due to its size and colour deptness and also makes the look of geyser very good Overall a good water heater. Deducted 1 star as the circular piece covering the light keeps coming off. Did not replace as it did not impact the function of the water heater. Value for money.. Good installation service.. Attractive and suits for my bathroom.. It s a good product and value for money Good product at this price.,https://m.media amazon.com/images/I/31 XtyZy0IL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/Havells Instanio Storage Heater installation/dp/B08GM5S4CQ/ref sr 1 172 qid 1672923600 s kitchen sr 1 172
Prestige PIC 16.0 1900W Induction Cooktop with Soft Touch Push Buttons Black,Home Kitchen Kitchen HomeAppliances SmallKitchenAppliances InductionCooktop,2 698,3 945,32%,4,15 034,Indian menu options Pause function for added convenience Aerodynamic cooling system Automatic voltage regulator 1900 watts power Power saver technology Troubleshooting guidelines: works only with Induction base cookware bottom diameter between 12cm 26cm Power 1900 watts power type of control panel push button Voltage V : 230 Type: Innovative Product dimensions:39 cm length x 31 width cm x 8 cm height weight: 1.7kg,Ulhas Rabi Dash p r. Nilanjan kumar Hari Amazon Customer Tumge Bagra yashwant sinha,Product is Good but expensive on Amazon The product is good. Life is just 13 months only Useful product Good induction stove Light weight yet dependable cook top. Good Working fine and it s very easy to use,Used only once not like what I expected. Has push buttons and cheap look. Glass top and touch buttons would have been better.Most important....Same product was available for 500 Rs. less in D mart. For Rs. 2295. I saw it just a day after in Panvel D mart and felt like cheated. Check everywhere and then buy. good After a year it was repaired the serviceperson told that cant be repaired then i throw in to a bin.its lufe is one year only. It s good. Value for money. But unable to set timer less than 10 minutes. Not sure why they resticted timer setting. What I received is 2200 Wat Cook top. Working fine. And temperature settings make it easier to cook faster. Indian Menu is useful. It works properly. Working fine and it s very easy to use.,https://m.media amazon.com/images/I/418WkmFOaTL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/Prestige 1900 Induction Cooktop button/dp/B00NM6MO26/ref sr 1 173 qid 1672923600 s kitchen sr 1 173
AGARO 33398 Rapid 1000 Watt 10 Litre Wet Dry Vacuum Cleaner with Blower Function Red Black,Home Kitchen Kitchen HomeAppliances Vacuum Cleaning Ironing Vacuums FloorCare Vacuums Wet DryVacuums,3 199,5 999,47%,4,3 242,Suitable for Wet Dry Dual Operations. WiFi Connectivity : No Large 10 Litres Dust Collection Jar. Powerful 1000W Motor I Strong 16.5 kPa Suction Equipped with Blower Function. 360 Swivel wheel for easily cleaning in any direction 6 Metres Long Power Cord. 1 year warranty provided by the manufacturer from date of purchase Includes: Vacuum cleaner extension tube hose floor brush crevice nozzle multipurpose brush. Connectivity Technology: Wi Fi Material Type: Plastic Power Source Type: Corded Electric,Amandeep singh GIREESH KUMAR R Kiransaravanan Amitkumar Yurembam Pradeep Goutham Dr Ershad Bharathidasan N,Nice product cleaning Performance is okay for this cost Serve the purpose Value of money Some damage in inside the product It s good Good,Value for money nd nice product cleaning Value for money Best in this budget however I wish the suction power to be little more. Good quality product Good in managing minor works and occasional use negative point is suction power us underpowered Easy to use,https://m.media amazon.com/images/W/WEBP 402378 T2/images/I/415f3fULh8L. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/AGARO 1000 Watt 10 Litre Cleaner Function/dp/B083M7WPZD/ref sr 1 174 qid 1672923600 s kitchen sr 1 174
KENT 16026 Electric Kettle Stainless Steel 1.8 L 1500W Superfast Boiling Auto Shut Off Boil Dry Protection 360 Rotating Base Water Level Indicator,Home Kitchen Kitchen HomeAppliances SmallKitchenAppliances Kettles HotWaterDispensers Kettle ToasterSets,1 199,1 950,39%,3.9,2 832,1.8L KENT Electric Kettle SS is an ideal pick to serve a family of 5 6 members at a time You can easily prepare instant coffee tea soup or other hot beverage within minutes It has a concealed heating element with stainless steel cover that ensure water doesn t touch the electrical parts Its flat heating plate is perfect for even heat distribution The 360 rotation base is for easy pouring and serving This electric kettle provides protection from dry boiling and overheating and shuts down automatically once the water is boiled Its small LED indicator on the base indicates the switch on mode,Rattan Lal Narula DIBYALOCHAN DUTTA Amazon Customer Pares chandra Ray Tapasya Vishnu Bagal Amjad Hussain Sakthi,The base unit is rather flimsy. could have been slightly thicker Good great Good Leaking issue Pot external body gets heated which is not expected. Nice Product Best Buy for Price of Rs 699,The base Unit is rather flimsy Could have been better designed Nice you should absolutly goo for it Good and satisfactory. After 2 or 3 month use it started leaking.please mind this before purchase Cord length is too short. Nice Product than you Amazon for prompt delivery and nice product Bought it for Rs 699 in deals. Worth for money.,https://m.media amazon.com/images/W/WEBP 402378 T1/images/I/41fyxXj8N5L. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/Kent 16026 1 8 Liter Electric Kettle/dp/B07GLSKXS1/ref sr 1 175 qid 1672923600 s kitchen sr 1 175
SKYTONE Stainless Steel Electric Meat Grinders with Bowl 700W Heavy for Kitchen Food Chopper Meat Vegetables Onion Garlic Slicer Dicer Fruit Nuts Blender 2L 700 Watts,Home Kitchen Kitchen HomeAppliances SmallKitchenAppliances MiniFoodProcessors Choppers,1 414,2 799,49%,4,1 498,Multifunctional Food Chopper: This food grinder is equipped with 4 stainless steel blades and 2 modes to choose from. You can chop grind various ingredients such as onions meat ham garlic onion small herbs. This electric mincer is an ideal gift for your wife mother. Sharp and efficient: This electric meat grinder comes with real 700W power which is more efficient and faster. 4 stainless steel blades 4D design allows upper and lower blades to evenly chop food from every 360 degree angle. Large capacity and durability: the SKYTONE mini chopper is equipped with a stainless steel bowl and a capacity of 2 liters. Compared to glass bowls it is stronger healthier and shockproof ensuring durability. Easy to clean and easy to use design The unit can be disassembled and accessories are easier to clean. The cutter comes with a non slip mat you can put the bowl on the mat. Everything is practical. Material: Stainless Steel,Shahnawaz khan Amazon Customer Subhajit S. Farooq Wangchuk Tanzila KUPPUSAMY DESIKAN Ravindra Pandit Kumavat,Purchase 2 one receoved damaged Good for chopping. NICE PRODUCT A very good product.Worth buying It s to early heating and wire smelling were is the service centre Nice product worth it The container is very flimsy. Ritan and ripales,Good in use with reasonable price.Purchased two one was damaged ask for exchange 2 weeks ago. NO RESPONSE FROM AMAZON.PLEASE SEND REPLACE MACHINE ASAP. So far good for chopping vegetables. I am vegetarian so no comments on mincing meat. Good for my family. Initial impression in good working as intended. Have used it to gring chicken and vegetables. So far working well. Gripping it while it s on is a little dicey otherwise good product Compact Powerful mixer worth buying Heating Yes i like it very easy for chopping veggies The container should have been made bit thick. https://m.media amazon.com/images/I/61lHJua6NAL. SY88.jpg,https://m.media amazon.com/images/I/41b8AhOiYBL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/SKYTONE Stainless Electric Grinders Vegetables/dp/B09F6KL23R/ref sr 1 178 qid 1672923600 s kitchen sr 1 178
KENT 16088 Vogue Electric Kettle 1.8 Litre 1500 W Stainless Steel body Auto shut off over heating protection 1 Year Warranty,Home Kitchen Kitchen HomeAppliances SmallKitchenAppliances Kettles HotWaterDispensers ElectricKettles,999,1 950,49%,3.8,305,1500W KENT Vogue Kettle helps you prepare hot beverages like coffee tea or instant soup within minutes Its 1.8L capacity lets you serve around 5 6 people at a time with ease With the 360 cordless rotation pouring and serving becomes very easy. Just detach the kettle from the heating plate and pour The inner body of the kettle is made of 304 stainless steel known for its durability and rust resistance Its concealed SS heating plate ensures even heat distribution The auto off feature of the kettle shuts down the appliance in case of overheating and dry boiling,Alpana Das Pj Seema Shailendra tiwari Amazon Customer DILIP KUMAR VERMA Amazon Customer Naveen Srichand,Need to improve the outlook. Scratch on product and noisy one Excellent Product good Fabulous Good item. Very bad experience Best market price,Look of the item is not impressive. Need to improve. Cord length is not sufficient. It should be bouble of the existing length. Got this kettle yesterday but it got scratches on it and this kettle is bit noisy and automatic switch off is not working Nice Good work Maza agya. Liked most.easy to use. I had gifted the item but now think i shouldn t have. The item came with loose handle. When kept water for boiling the whole unit was hot including the handle and lid. It is not stopping automatically when water is boiled. Over all total waste of money. Didn t expect from such a poor company. Best price,https://m.media amazon.com/images/W/WEBP 402378 T2/images/I/313V6v Fj3S. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/1 8Litre Electric Kettle Stainless 16088/dp/B094G9L9LT/ref sr 1 179 qid 1672923600 s kitchen sr 1 179
Eureka Forbes Supervac 1600 Watts Powerful Suction bagless Vacuum Cleaner with cyclonic Technology 7 Accessories 1 Year Warranty Compact Lightweight Easy to use Red,Home Kitchen Kitchen HomeAppliances Vacuum Cleaning Ironing Vacuums FloorCare Vacuums CanisterVacuums,5 999,9 999,40%,4.2,1 191,Post purchase virtual demo is available for this product India s no. 1 vacuum cleaner brand As per syndicated market research data FY 2020 2021 Cyclone System: Cyclone System helps in increasing the air flow in the dust tank which in turn separates dust from the air. It also helps in maintaining powerful suction and performance of machine. Powerful Suction: Sure from Forbes Super Vac is powered with best in class 1600 Watts motor delivering powerful suction of 21 KPA to tackle dirt dust and dust mites. Vario Power: The suction power can be controlled as per user s need with the help of the variable power control. Set the power to low medium or high speed to suit your varied cleaning requirements. Range of Accessories: Super Vac comes with range of accessories for different cleaning needs. It provides solution for efficient and hassle free cleaning. The accessories provided are easy to use and convenient to store Auto Cord Winder: To protect the power cord from getting cut or damaged the vacuum cleaner has an in built storage space which enables the cord to be stored in the unit itself. With the press of a button you can extend the cord for usage and also retract it back into the unit for secure storage.,9848023076 Parimala ajay kumar verma ARSHAD Hola Anil V kuppannan maruthachalam Nikhil,Demo Required Nice product Blower function not working. But in product name they have written both suction and blower both Good Great No support from Eureka forbes Cleaning is no more a tougher thing. Great Product and good demo.,After receipt of Product received a Demo Request and opted for Demo Code Ref 436360 .Today contacted Eureka Forbes for the Demo and understand there is No Demo for Vacuum Cleaners from their End.FYI Please NA Good...but complicated equipment Blower function unable to use. We didn t receive stamped warrenty card with the product. Compact and good Value for money but there was no demo from Eureka Forbes. They did not bother to call us. The pipe provided are of very low quality. One of the pipe is already broken. They have sent a youtube link thats the great support we got from the manufacturer It is pleasure to clean without noise and stress. This product from Eureka Forbes is very good. It lives up the name Eureka Forbes have made in Vaccum Cleaner market. Good Suction power. Easy power control. Cord length is also good with convenient button to roll it. Sufficient accessories which covers almost every area. Good Filters. Works on normal sockets which isn t the case in some high power vaccum cleaner.Demo for the product provided by Ms. Priya was also good. Use of all the accessories was clearly explained and other necessary details to operate the product was clearly explained too.Overall I am satisfied with the product and service provided till date.,https://m.media amazon.com/images/W/WEBP 402378 T1/images/I/31ixn2s6IbL. SX300 SY300 QL70 FMwebp .jpg,https://www.amazon.in/Eureka Forbes Powerful Technology GFCDSFSVL00000/dp/B09FZ89DK6/ref sr 1 180 qid 1672923600 s kitchen sr 1 180
